"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:21:49.0969336 AM","malware.exe","976","CreateFile","C:\Users\Sysuser\Searches","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0969442 AM","malware.exe","976","SetBasicInformationFile","C:\Users\Sysuser\Searches","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0969503 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Users\Sysuser\Searches","SUCCESS","IndexNumber: 0x3000000008622"
"7:21:49.0969569 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser\Searches","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0969638 AM","malware.exe","976","CloseFile","C:\Users\Sysuser\Searches","SUCCESS",""
"7:21:49.0969979 AM","malware.exe","976","CreateFile","C:\Users\Sysuser\Videos","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0970090 AM","malware.exe","976","SetBasicInformationFile","C:\Users\Sysuser\Videos","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0970159 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Users\Sysuser\Videos","SUCCESS","IndexNumber: 0x4000000000215"
"7:21:49.0970217 AM","malware.exe","976","FileSystemControl","C:\Users\Sysuser\Videos","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0970274 AM","malware.exe","976","CloseFile","C:\Users\Sysuser\Videos","SUCCESS",""
"7:21:49.0970668 AM","malware.exe","976","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0970773 AM","malware.exe","976","SetBasicInformationFile","C:\Windows","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0970835 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows","SUCCESS","IndexNumber: 0x1000000000285"
"7:21:49.0970899 AM","malware.exe","976","FileSystemControl","C:\Windows","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0971628 AM","malware.exe","976","CloseFile","C:\Windows","SUCCESS",""
"7:21:49.0972046 AM","malware.exe","976","CreateFile","C:\Windows\AppPatch","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0972148 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\AppPatch","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0972209 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\AppPatch","SUCCESS","IndexNumber: 0x1000000000289"
"7:21:49.0972270 AM","malware.exe","976","FileSystemControl","C:\Windows\AppPatch","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0973054 AM","malware.exe","976","CloseFile","C:\Windows\AppPatch","SUCCESS",""
"7:21:49.0973489 AM","malware.exe","976","CreateFile","C:\Windows\Globalization","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0974458 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\Globalization","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0974526 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\Globalization","SUCCESS","IndexNumber: 0x1000000000726"
"7:21:49.0974592 AM","malware.exe","976","FileSystemControl","C:\Windows\Globalization","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0974658 AM","malware.exe","976","CloseFile","C:\Windows\Globalization","SUCCESS",""
"7:21:49.0975057 AM","malware.exe","976","CreateFile","C:\Windows\Globalization\Sorting","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0975160 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\Globalization\Sorting","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0975212 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\Globalization\Sorting","SUCCESS","IndexNumber: 0x1000000000740"
"7:21:49.0975267 AM","malware.exe","976","FileSystemControl","C:\Windows\Globalization\Sorting","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0975321 AM","malware.exe","976","CloseFile","C:\Windows\Globalization\Sorting","SUCCESS",""
"7:21:49.0975671 AM","malware.exe","976","CreateFile","C:\Windows\System32","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0975772 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\System32","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0975825 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\System32","SUCCESS","IndexNumber: 0x100000000091b"
"7:21:49.0975880 AM","malware.exe","976","FileSystemControl","C:\Windows\System32","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0976985 AM","malware.exe","976","CloseFile","C:\Windows\System32","SUCCESS",""
"7:21:49.0977422 AM","malware.exe","976","CreateFile","C:\Windows\System32\winevt","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0977547 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\System32\winevt","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0977608 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\System32\winevt","SUCCESS","IndexNumber: 0x1000000000d1e"
"7:21:49.0977669 AM","malware.exe","976","FileSystemControl","C:\Windows\System32\winevt","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0977732 AM","malware.exe","976","CloseFile","C:\Windows\System32\winevt","SUCCESS",""
"7:21:49.0978107 AM","malware.exe","976","CreateFile","C:\Windows\System32\winevt\Logs","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0978228 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\System32\winevt\Logs","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0978295 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\System32\winevt\Logs","SUCCESS","IndexNumber: 0x1000000000d1f"
"7:21:49.0978356 AM","malware.exe","976","FileSystemControl","C:\Windows\System32\winevt\Logs","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0978970 AM","malware.exe","976","CloseFile","C:\Windows\System32\winevt\Logs","SUCCESS",""
"7:21:49.0979398 AM","malware.exe","976","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0979508 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\SysWOW64","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0979567 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\SysWOW64","SUCCESS","IndexNumber: 0x1000000000d27"
"7:21:49.0979627 AM","malware.exe","976","FileSystemControl","C:\Windows\SysWOW64","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0980414 AM","malware.exe","976","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"7:21:49.0981557 AM","malware.exe","976","CreateFile","C:\Windows\SysWOW64\en-US","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0981674 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\SysWOW64\en-US","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0981735 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\SysWOW64\en-US","SUCCESS","IndexNumber: 0x1000000000d5a"
"7:21:49.0981796 AM","malware.exe","976","FileSystemControl","C:\Windows\SysWOW64\en-US","END OF FILE","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0982499 AM","malware.exe","976","CloseFile","C:\Windows\SysWOW64\en-US","SUCCESS",""
"7:21:49.0983238 AM","malware.exe","976","CreateFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0983378 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0983437 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc","SUCCESS","IndexNumber: 0x1000000003460"
"7:21:49.0983496 AM","malware.exe","976","FileSystemControl","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc","SUCCESS","Control: FSCTL_FILE_PREFETCH"
"7:21:49.0983565 AM","malware.exe","976","CloseFile","C:\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc","SUCCESS",""
"7:21:49.0983956 AM","malware.exe","976","CreateFile","C:\Windows\System32\ntdll.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0984235 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0984318 AM","malware.exe","976","QueryAttributeTagFile","C:\Windows\System32\ntdll.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"7:21:49.0984381 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","IndexNumber: 0x10000000099c5"
"7:21:49.0984450 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\ntdll.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"7:21:49.0984511 AM","malware.exe","976","QueryStandardInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","AllocationSize: 1,740,800, EndOfFile: 1,736,792, NumberOfLinks: 2, DeletePending: False, Directory: False"
"7:21:49.0984627 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\ntdll.dll","SUCCESS","SyncType: SyncTypeOther"
"7:21:49.0985565 AM","malware.exe","976","CreateFile","C:\Windows\System32\wow64.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0985912 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0985983 AM","malware.exe","976","QueryAttributeTagFile","C:\Windows\System32\wow64.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"7:21:49.0986041 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","IndexNumber: 0x1000000009de0"
"7:21:49.0986100 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\wow64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"7:21:49.0986153 AM","malware.exe","976","QueryStandardInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","AllocationSize: 245,760, EndOfFile: 243,200, NumberOfLinks: 2, DeletePending: False, Directory: False"
"7:21:49.0986270 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\wow64.dll","SUCCESS","SyncType: SyncTypeOther"
"7:21:49.0987187 AM","malware.exe","976","CreateFile","C:\Windows\System32\wow64win.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0987542 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0987617 AM","malware.exe","976","QueryAttributeTagFile","C:\Windows\System32\wow64win.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"7:21:49.0987688 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","IndexNumber: 0x1000000009de2"
"7:21:49.0987753 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\wow64win.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"7:21:49.0987810 AM","malware.exe","976","QueryStandardInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","AllocationSize: 364,544, EndOfFile: 361,984, NumberOfLinks: 2, DeletePending: False, Directory: False"
"7:21:49.0987925 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\wow64win.dll","SUCCESS","SyncType: SyncTypeOther"
"7:21:49.0988319 AM","malware.exe","976","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0989612 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0989708 AM","malware.exe","976","QueryAttributeTagFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"7:21:49.0989766 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","IndexNumber: 0x1000000009de1"
"7:21:49.0989824 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"7:21:49.0989873 AM","malware.exe","976","QueryStandardInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","AllocationSize: 16,384, EndOfFile: 13,312, NumberOfLinks: 2, DeletePending: False, Directory: False"
"7:21:49.0989986 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","SUCCESS","SyncType: SyncTypeOther"
"7:21:49.0990538 AM","malware.exe","976","CreateFile","C:\Windows\System32\kernel32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0990827 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0990886 AM","malware.exe","976","QueryAttributeTagFile","C:\Windows\System32\kernel32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"7:21:49.0990938 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","IndexNumber: 0x10000000097d6"
"7:21:49.0990992 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\kernel32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"7:21:49.0991040 AM","malware.exe","976","QueryStandardInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","AllocationSize: 1,163,264, EndOfFile: 1,162,240, NumberOfLinks: 2, DeletePending: False, Directory: False"
"7:21:49.0991153 AM","malware.exe","976","CreateFileMapping","C:\Windows\System32\kernel32.dll","SUCCESS","SyncType: SyncTypeOther"
"7:21:49.0991504 AM","malware.exe","976","CreateFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:21:49.0991781 AM","malware.exe","976","SetBasicInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","CreationTime: -1, LastAccessTime: -1, LastWriteTime: -1, ChangeTime: -1, FileAttributes: n/a"
"7:21:49.0992989 AM","malware.exe","976","QueryAttributeTagFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"7:21:49.0993070 AM","malware.exe","976","QueryFileInternalInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","IndexNumber: 0x100000000b2a7"
"7:21:49.0993132 AM","malware.exe","976","CreateFileMapping","C:\Windows\SysWOW64\kernel32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
